uniprot	region_1	region_2	complex_rmsd	percent_region_1	percent_region_2	2_aligned	2_comp	conformation	state	organism	date	notes	percent_disorder_1	ar_disorder	region_1_mean_plddt	region_2_mean_plddt	mean_pae_1_1	mean_pae_1_2	mean_pae_2_2	sasa	pdb
Q9H7B4	280-428	4-240	0.979	99.32885906	99.57805907	0.921	1.14	Closed	Active	Homo sapiens	['2015-07-02']		0	structured	97.156	97.62	2.434	3.684	2.491	20489.36	5ccl
Q9H7B4	280-428	4-240	0.802	97.98657718	99.57805907	0.849	0.76	Closed	Active	Homo sapiens	['2015-07-02']		0	structured	97.156	97.62	2.434	3.684	2.491	20509.37	5ccm
Q9H7B4	280-428	4-240	1.686	100	99.15611814	1.264	2.554	Closed	Active	Homo sapiens	['2015-11-23']		0	structured	97.156	97.62	2.434	3.684	2.491	20907.41	5ex0
Q9H7B4	280-428	4-240	1.815	100	99.15611814	1.345	2.76	Closed	Active	Homo sapiens	['2015-11-23']		0	structured	97.156	97.62	2.434	3.684	2.491	20896.5	5ex3
Q9H7B4	280-428	4-240	0.879	100	99.57805907	0.984	0.736	Closed	Active	Homo sapiens	['2016-01-11']		0	structured	97.156	97.62	2.434	3.684	2.491	19054.31	5hi7
Q9H7B4	280-428	4-240	0.918	98.65771812	99.57805907	0.947	0.966	Closed	Active	Homo sapiens	['2017-03-06']		0	structured	97.156	97.62	2.434	3.684	2.491	20668.72	5v37
Q9H7B4	280-428	4-240	0.723	97.98657718	99.15611814	0.731	0.752	Closed	Active	Homo sapiens	['2017-10-11']		0	structured	97.156	97.62	2.434	3.684	2.491	19982.72	5yjo
Q9H7B4	280-428	4-240	0.878	97.98657718	99.15611814	0.898	0.857	Closed	Active	Homo sapiens	['2018-10-10']		0	structured	97.156	97.62	2.434	3.684	2.491	19970.69	6ijl
Q9H7B4	280-428	4-240	0.712	100	99.57805907	0.683	0.774	Closed	Active	Homo sapiens	['2019-03-14']		0	structured	97.156	97.62	2.434	3.684	2.491	19933.19	6o9o
Q9H7B4	280-428	4-240	0.712	100	99.57805907	0.683	0.774	Closed	Active	Homo sapiens	['2019-06-03']		0	structured	97.156	97.62	2.434	3.684	2.491	19933.19	6p6g
Q9H7B4	280-428	4-240	0.903	100	98.73417722	0.866	1.163	Closed	Active	Homo sapiens	['2019-06-04']		0	structured	97.156	97.62	2.434	3.684	2.491	19687.48	6p6k
Q9H7B4	280-428	4-240	0.807	100	99.15611814	0.82	0.828	Closed	Active	Homo sapiens	['2019-06-06']		0	structured	97.156	97.62	2.434	3.684	2.491	20085.6	6p7z
Q9H7B4	280-428	4-240	0.737	100	98.31223629	0.737	0.785	Closed	Active	Homo sapiens	['2019-06-11']		0	structured	97.156	97.62	2.434	3.684	2.491	19536.48	6paf
Q9H7B4	280-428	4-240	0.889	99.32885906	99.15611814	0.908	0.884	Closed	Active	Homo sapiens	['2020-04-27']		0	structured	97.156	97.62	2.434	3.684	2.491	20616.62	6yuh
Q9H7B4	280-428	4-240	0.823	99.32885906	99.15611814	0.855	0.821	Closed	Active	Homo sapiens	['2020-07-13']		0	structured	97.156	97.62	2.434	3.684	2.491	20548.77	6zrb
Q9H7B4	280-428	4-240	0.823	100	99.15611814	0.831	0.866	Closed	Active	Homo sapiens	['2021-01-13']		0	structured	97.156	97.62	2.434	3.684	2.491	20662.93	7bj1
Q9H7B4	280-428	4-240	0.818	100	99.15611814	0.85	0.821	Closed	Active	Homo sapiens	['2021-03-30']		0	structured	97.156	97.62	2.434	3.684	2.491	20744.52	7o2a
Q9H7B4	280-428	4-240	0.852	100	99.15611814	0.902	0.815	Closed	Active	Homo sapiens	['2021-03-30']		0	structured	97.156	97.62	2.434	3.684	2.491	20629.73	7o2b
Q9H7B4	280-428	4-240	0.819	100	99.15611814	0.841	0.79	Closed	Active	Homo sapiens	['2021-03-30']		0	structured	97.156	97.62	2.434	3.684	2.491	20604.47	7o2c
Q9H7B4	280-428	4-240	1.31	100	99.15611814	1.103	1.686			Homo sapiens	['2010-09-21']		0	structured	97.156	97.62	2.434	3.684	2.491	20771.42	3oxf
Q9H7B4	280-428	4-240	1.281	100	99.57805907	1.035	1.646			Homo sapiens	['2011-05-04']		0	structured	97.156	97.62	2.434	3.684	2.491	19429.44	3ru0
Q9H7B4	280-428	4-240	1.246	100	99.57805907	1.065	1.52			Homo sapiens	['2016-01-21']		0	structured	97.156	97.62	2.434	3.684	2.491	20157.04	5hq8
Q9H7B4	280-428	4-240	0.84	100	99.15611814	0.831	0.898			Homo sapiens	['2021-11-16']		0	structured	97.156	97.62	2.434	3.684	2.491	20861.33	7qa6
Q9H7B4	280-428	4-240	0.835	100	99.15611814	0.857	0.851			Homo sapiens	['2021-12-20']		0	structured	97.156	97.62	2.434	3.684	2.491	20932.42	7qlb
Q9H7B4	280-428	4-240	0.872	100	99.15611814	0.91	0.844			Homo sapiens	['2021-12-22']		0	structured	97.156	97.62	2.434	3.684	2.491	20547.01	7qnr
Q9H7B4	280-428	4-240	0.875	100	99.15611814	0.919	0.86			Homo sapiens	['2021-12-22']		0	structured	97.156	97.62	2.434	3.684	2.491	20504.28	7qnu
Q9JK66	141-225,378-410	226-377,410-465	1.689	84.74576271	98.07692308	1.516	1.796			Rattus norvegicus	['2013-04-17']		0	structured	81.75	87.908	12.149	13.156	9.159	17816.5	4k7d
Q9JK66	141-225,378-410	226-377,410-465	2.083	83.89830508	97.59615385	1.696	2.189			Rattus norvegicus	['2013-04-19']		0	structured	81.75	87.908	12.149	13.156	9.159	21033.35	4k95
Q9JK66	141-225,378-410	226-377,410-465	3.009	90.6779661	89.42307692	1.431	2.324			Rattus norvegicus	['2015-05-21']		0	structured	81.75	87.908	12.149	13.156	9.159	16989.57	4zyn
Q9JK66	141-225,378-410	226-377,410-465	9.006	71.18644068	72.59615385	5.262	10.067			Rattus norvegicus	['2022-04-22']		0	structured	81.75	87.908	12.149	13.156	9.159	14057.32	7us1
Q9P246	67-102	136-204	3.949	100	100	3.109	3.885	Closed	Autoinhibited	Homo sapiens	['2010-11-09']		0	structured	86.975	87.773	3.144	5.434	3.078	8285.81	2l5y
Q9UGN5	231-348	356-538	1.954	100	100	0.933	2.92	Closed		HOMO SAPIENS	['2015-04-15']		0	structured	90.555	96.342	3.885	5.721	2.776	17911.86	4zzy
Q9UGN5	231-348	356-538	9.124	91.52542373	100	1.131	18.207	Open	Active	Homo sapiens	['2020-09-17']		0	structured	90.555	96.342	3.885	5.721	2.776	23738.48	7aeo
Q9UGN5	231-348	356-538	1.84	96.61016949	99.45355191	0.918	1.341			Homo sapiens	['2009-10-22']		0	structured	90.555	96.342	3.885	5.721	2.776	16818.61	3kcz
Q9UGN5	231-348	356-538	1.044	96.61016949	99.45355191	0.867	1.347			Homo sapiens	['2009-11-03']		0	structured	90.555	96.342	3.885	5.721	2.776	16225.81	3kjd
Q9UGN5	231-348	356-538	0.968	94.06779661	99.45355191	0.911	1.118			Homo sapiens	['2014-05-12']		0	structured	90.555	96.342	3.885	5.721	2.776	15473.16	4pjv
Q9UGN5	231-348	356-538	1.911	96.61016949	99.45355191	0.902	1.574			Homo sapiens	['2014-06-27']		0	structured	90.555	96.342	3.885	5.721	2.776	16734.41	4tvj
Q9UGN5	231-348	356-538	1.177	100	100	0.85	1.454			HOMO SAPIENS	['2015-04-15']		0	structured	90.555	96.342	3.885	5.721	2.776	17232.48	4zzx
Q9UGN5	231-348	356-538	1.219	96.61016949	99.45355191	0.96	1.716			Homo sapiens	['2022-02-10']		0	structured	90.555	96.342	3.885	5.721	2.776	16474.11	7r59
Q9UIK4	292-301	23-285	1.299	100	100	1.118	1.206			Homo sapiens	['2004-07-11']		0	structured	94.788	95.447	1.4	4.655	3.221	16474.37	1wmk
Q9UIK4	292-301	23-285	1.149	100	99.23954373	1.079	1.184			Homo sapiens	['2005-04-05']		0	structured	94.788	95.447	1.4	4.655	3.221	15663.36	1z9x
Q9UIK4	292-301	23-285	1.164	100	100	1.036	1.07			Homo sapiens	['2005-06-22']		0	structured	94.788	95.447	1.4	4.655	3.221	15754.54	2a27
Q9UIK4	292-301	23-285	1.203	100	99.23954373	1.108	1.176			Homo sapiens	['2005-06-22']		0	structured	94.788	95.447	1.4	4.655	3.221	15785.92	2a2a
Q9UIK4	292-301	23-285	1.114	100	99.23954373	1.026	1.202			HOMO SAPIENS	['2006-04-18']		0	structured	94.788	95.447	1.4	4.655	3.221	15856.11	2cke
Q9UIK4	292-301	23-285	4.593	100	99.23954373	1.127	1.063			Homo sapiens	['2019-06-12']		0	structured	94.788	95.447	1.4	4.655	3.221	17244.42	6paw
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.069	61.53846154	95.61752988	1.02	1.022			HOMO SAPIENS	['2010-04-08']		0	structured	60.293	87.935	9.417	13.632	5.752	13885.27	2xb7
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.736	61.53846154	94.42231076	1.467	1.047			HOMO SAPIENS	['2010-04-08']		0	structured	60.293	87.935	9.417	13.632	5.752	13838.13	2xba
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.006	76.92307692	95.21912351	1.728	3.847			HOMO SAPIENS	['2011-05-06']		0	structured	60.293	87.935	9.417	13.632	5.752	14389.21	2yhv
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.525	65.38461538	94.82071713	1.19	2.838			HOMO SAPIENS	['2011-05-23']		0	structured	60.293	87.935	9.417	13.632	5.752	14440.14	2yjr
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.819	69.23076923	95.21912351	1.592	2.173			HOMO SAPIENS	['2011-05-23']		0	structured	60.293	87.935	9.417	13.632	5.752	13964.68	2yjs
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.964	73.07692308	95.61752988	1.475	3.725			Homo sapiens	['2010-10-08']		0	structured	60.293	87.935	9.417	13.632	5.752	14414.16	3aox
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.581	96.15384615	98.00796813	1.843	6.57		Autoinhibited	Homo sapiens	['2010-01-05']		0	structured	60.293	87.935	9.417	13.632	5.752	14224.95	3l9p
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	3.069	96.15384615	100	2.6	7.211		Autoinhibited	Homo sapiens	['2010-01-11']		0	structured	60.293	87.935	9.417	13.632	5.752	14620.71	3lcs
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.813	96.15384615	100	2.403	6.526		Autoinhibited	Homo sapiens	['2010-01-11']		0	structured	60.293	87.935	9.417	13.632	5.752	14905.34	3lct
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.979	76.92307692	95.61752988	1.685	3.786			HOMO SAPIENS	['2012-03-20']		0	structured	60.293	87.935	9.417	13.632	5.752	14284.79	4anl
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.983	76.92307692	95.61752988	1.719	3.812			HOMO SAPIENS	['2012-03-21']		0	structured	60.293	87.935	9.417	13.632	5.752	14367.66	4anq
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.997	76.92307692	95.21912351	1.738	3.816			HOMO SAPIENS	['2012-03-22']		0	structured	60.293	87.935	9.417	13.632	5.752	14490.87	4ans
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.902	69.23076923	96.01593625	1.556	3.517			HOMO SAPIENS	['2013-10-21']		0	structured	60.293	87.935	9.417	13.632	5.752	13818.65	4ccb
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.989	76.92307692	95.61752988	1.548	3.887			HOMO SAPIENS	['2013-10-28']		0	structured	60.293	87.935	9.417	13.632	5.752	14154.5	4ccu
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.016	76.92307692	96.812749	1.813	3.755			HOMO SAPIENS	['2013-10-29']		0	structured	60.293	87.935	9.417	13.632	5.752	14216.94	4cd0
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.02	76.92307692	96.812749	1.763	3.953			HOMO SAPIENS	['2014-01-14']		0	structured	60.293	87.935	9.417	13.632	5.752	14144.69	4cli
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.009	76.92307692	96.812749	1.84	3.749			HOMO SAPIENS	['2014-01-14']		0	structured	60.293	87.935	9.417	13.632	5.752	14280.24	4clj
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.005	76.92307692	96.812749	1.723	3.92			HOMO SAPIENS	['2014-01-16']		0	structured	60.293	87.935	9.417	13.632	5.752	14362.25	4cmo
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.876	69.23076923	94.82071713	1.492	3.491			HOMO SAPIENS	['2014-01-17']		0	structured	60.293	87.935	9.417	13.632	5.752	13875.84	4cmt
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2	76.92307692	96.812749	1.739	3.879			HOMO SAPIENS	['2014-01-17']		0	structured	60.293	87.935	9.417	13.632	5.752	14206.1	4cmu
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.88	65.38461538	94.42231076	1.554	3.299			HOMO SAPIENS	['2014-01-22']		0	structured	60.293	87.935	9.417	13.632	5.752	13900.55	4cnh
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.998	76.92307692	95.61752988	1.665	3.911			HOMO SAPIENS	['2014-03-12']		0	structured	60.293	87.935	9.417	13.632	5.752	14207.62	4ctb
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.709	73.07692308	94.82071713	1.426	2.575			HOMO SAPIENS	['2014-03-12']		0	structured	60.293	87.935	9.417	13.632	5.752	14024.54	4ctc
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.176	69.23076923	94.42231076	1.052	2.073			Homo sapiens	['2012-01-17']		0	structured	60.293	87.935	9.417	13.632	5.752	14682.38	4dce
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.212	69.23076923	95.61752988	1.453	3.381			Homo sapiens	['2012-06-20']		0	structured	60.293	87.935	9.417	13.632	5.752	14895.4	4fnw
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.069	65.38461538	95.21912351	1.75	1.688			Homo sapiens	['2012-06-20']		0	structured	60.293	87.935	9.417	13.632	5.752	14778.27	4fnx
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.935	65.38461538	92.03187251	1.329	2.96			Homo sapiens	['2012-06-20']		0	structured	60.293	87.935	9.417	13.632	5.752	14181.74	4fny
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.138	65.38461538	94.42231076	0.996	2.004			Homo sapiens	['2012-06-20']		0	structured	60.293	87.935	9.417	13.632	5.752	14488.29	4fnz
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.964	76.92307692	96.41434263	1.605	3.831			Homo sapiens	['2012-06-20']		0	structured	60.293	87.935	9.417	13.632	5.752	14523.07	4fob
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.854	69.23076923	97.60956175	1.517	3.31			Homo sapiens	['2012-06-20']		0	structured	60.293	87.935	9.417	13.632	5.752	14310.4	4foc
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.034	73.07692308	97.60956175	1.636	3.709			Homo sapiens	['2012-06-20']		0	structured	60.293	87.935	9.417	13.632	5.752	14876.67	4fod
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.534	96.15384615	97.60956175	1.617	6.7		Autoinhibited	Homo sapiens	['2013-09-04']		0	structured	60.293	87.935	9.417	13.632	5.752	14359.55	4mkc
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.29	92.30769231	94.42231076	1.511	5.865		Autoinhibited	Homo sapiens	['2014-06-19']		0	structured	60.293	87.935	9.417	13.632	5.752	13642.08	4tt7
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.142	92.30769231	95.21912351	1.466	5.253		Autoinhibited	Homo sapiens	['2015-04-02']		0	structured	60.293	87.935	9.417	13.632	5.752	13732.05	4z55
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.984	76.92307692	95.21912351	1.596	3.834			HOMO SAPIENS	['2015-07-22']		0	structured	60.293	87.935	9.417	13.632	5.752	14116.11	5a9u
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.999	76.92307692	94.82071713	1.613	3.921			HOMO SAPIENS	['2015-07-23']		0	structured	60.293	87.935	9.417	13.632	5.752	14253.82	5aa8
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.036	76.92307692	96.41434263	1.839	3.819			HOMO SAPIENS	['2015-07-23']		0	structured	60.293	87.935	9.417	13.632	5.752	14322.6	5aa9
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.992	76.92307692	96.41434263	1.767	3.774			HOMO SAPIENS	['2015-07-23']		0	structured	60.293	87.935	9.417	13.632	5.752	14098.48	5aaa
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.012	76.92307692	95.21912351	1.63	4.013			HOMO SAPIENS	['2015-07-23']		0	structured	60.293	87.935	9.417	13.632	5.752	14403.57	5aab
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.979	76.92307692	95.21912351	1.59	3.886			HOMO SAPIENS	['2015-07-23']		0	structured	60.293	87.935	9.417	13.632	5.752	14186.67	5aac
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.994	73.07692308	98.4063745	2.036	2.788			HOMO SAPIENS	['2016-01-14']		0	structured	60.293	87.935	9.417	13.632	5.752	14808.19	5fto
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.963	69.23076923	96.812749	1.873	3.365			HOMO SAPIENS	['2016-01-14']		0	structured	60.293	87.935	9.417	13.632	5.752	14404.63	5ftq
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.495	69.23076923	92.43027888	1.356	2.888			Homo sapiens	['2016-03-18']		0	structured	60.293	87.935	9.417	13.632	5.752	14473.79	5iug
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.497	65.38461538	92.82868526	1.377	2.625			Homo sapiens	['2016-03-18']		0	structured	60.293	87.935	9.417	13.632	5.752	14543.17	5iuh
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.152	80.76923077	98.4063745	2.103	4.081		Autoinhibited	Homo sapiens	['2016-03-18']		0	structured	60.293	87.935	9.417	13.632	5.752	14622.34	5iui
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.743	73.07692308	96.41434263	1.645	2.547			Homo sapiens	['2016-07-22']		0	structured	60.293	87.935	9.417	13.632	5.752	14249.1	5kz0
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.987	76.92307692	96.01593625	1.712	3.832			Homo sapiens	['2018-02-09']		0	structured	60.293	87.935	9.417	13.632	5.752	14080.97	6cdt
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.908	61.53846154	95.21912351	1.512	1.404			Homo sapiens	['2018-07-06']		0	structured	60.293	87.935	9.417	13.632	5.752	13690.29	6e0r
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.336	61.53846154	94.42231076	1.208	1.281			Homo sapiens	['2018-08-07']		0	structured	60.293	87.935	9.417	13.632	5.752	13495.08	6ebw
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.205	65.38461538	93.62549801	0.973	1.901			Homo sapiens	['2018-08-09']		0	structured	60.293	87.935	9.417	13.632	5.752	13945.89	6edl
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.074	65.38461538	93.62549801	0.971	1.764			Homo sapiens	['2018-10-30']		0	structured	60.293	87.935	9.417	13.632	5.752	13888.65	6mx8
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.409	96.15384615	98.00796813	1.723	5.891		Autoinhibited	Homo sapiens	['2020-04-02']		0	structured	60.293	87.935	9.417	13.632	5.752	14542.57	7btt
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.866	73.07692308	97.21115538	1.672	2.549			Homo sapiens	['2020-08-28']		0	structured	60.293	87.935	9.417	13.632	5.752	14138.18	7jy4
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.836	73.07692308	95.61752988	1.697	2.547			Homo sapiens	['2020-08-31']		0	structured	60.293	87.935	9.417	13.632	5.752	13914.41	7jyr
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.825	73.07692308	93.22709163	1.481	2.51			Homo sapiens	['2020-08-31']		0	structured	60.293	87.935	9.417	13.632	5.752	13644.44	7jys
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.82	73.07692308	93.22709163	1.488	2.6			Homo sapiens	['2020-08-31']		0	structured	60.293	87.935	9.417	13.632	5.752	13715.46	7jyt
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.921	76.92307692	95.61752988	1.487	3.901			Homo sapiens	['2021-06-24']		0	structured	60.293	87.935	9.417	13.632	5.752	13863.92	7r7k
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.827	73.07692308	95.61752988	1.555	2.546			Homo sapiens	['2021-06-25']		0	structured	60.293	87.935	9.417	13.632	5.752	14119.35	7r7r
Q9UM73	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.673	73.07692308	94.02390438	1.398	2.72			Homo sapiens	['2022-08-17']		0	structured	60.293	87.935	9.417	13.632	5.752	13301.78	8arj
Q9Y490	1654-2344	86-403	33.033	100	60.06289308	3.839	99.059			Homo sapiens	['2019-04-04']		4.052	structured	79.857	76.698	18.661	28.2	11.495	106689.48	6r9t
Q9Y4F1	759-1029	540-730	1.22	73.43173432	90.05235602	1.024	1.41			Homo sapiens	['2012-09-19']		0	structured	82.567	93.281	9.609	9.915	3.967	18727.01	4h6y
Q9Y4X5	408-557	339-392	3.94	91.33333333	100	1.363	1.435	Closed	Autoinhibited	Homo sapiens	['2013-04-23']		24	structured	93.382	92.226	3.309	4.286	2.771	23085.62	4kbl
Q9Y4X5	408-557	339-392	2.636	93.33333333	96.2962963	1.111	1.539	Closed	Autoinhibited	Homo sapiens	['2013-04-24']		24	structured	93.382	92.226	3.309	4.286	2.771	23259.3	4kc9
Q9Y4X5	408-557	339-392	2.127	95.33333333	100	1.066	1.307	Closed	Autoinhibited	Homo sapiens	['2016-12-27']		24	structured	93.382	92.226	3.309	4.286	2.771	22267.58	5udh
Q9Y6K1	476-626	634-912	15.705	100	95.34050179	1.385	47.33	Closed	Autoinhibited	Homo sapiens	['2014-07-31']		0	structured	91.291	94.725	4.038	7.211	3.519	21588.52	4u7p
Q9Y6K1	476-626	634-912	1.245	93.37748344	95.69892473	1.276	1.268	Open	Active	Homo sapiens	['2014-07-31']		0	structured	91.291	94.725	4.038	7.211	3.519	20265.07	4u7t
Q9Z0R4	1151-1203	1230-1416	9.812	100	100	1.323	22.071	Closed	Autoinhibited	Mus musculus	['2009-09-15']		0	structured	83.88	93.946	2.512	23.459	2.96	15394.28	3jv3
