uniprot	pdb	region_1	region_2	complex_rmsd	percent_region_1	percent_region_2	2_aligned	2_comp	state	conformation	organism	date	notes	chain	af_filename
O60741	5u6o	401-479	480-604	1.516	100.0	85.6	2.21	2.148	Autoinhibited	Closed	Homo sapiens	['2016-12-08']	In the case of HCN-1, the channel is formed by tetramerization of the cytoplasmic C-linker. In its autoinhibited state, the pore is closed. However, I note the conformation here as being 'open' because I am referring only to the conformation taken by the cAMP binding domain (CBD).	A	F-O60741-F1-model_v3.cif
O60741	5u6p	401-479	480-604	1.182	100.0	100.0	0.917	1.29	Active	Closed	Homo sapiens	['2016-12-08']		A	F-O60741-F1-model_v3.cif
O60741	6uqf	401-479	480-604	3.54	100.0	100.0	1.051	1.579	Active	Closed	Homo sapiens	['2019-10-19']		A	F-O60741-F1-model_v3.cif
O60741	6uqg	401-479	480-604	1.784	100.0	100.0	1.078	1.534	Active	Closed	Homo sapiens	['2019-10-19']		A	F-O60741-F1-model_v3.cif
P16298	4or9	417-423,474-496	22-357	3.088	83.3333333333333	100.0	0.919	9.016	Autoinhibited	Closed	Homo sapiens	['2014-02-11']		A	F-P16298-F1-model_v3.cif
P16298	4ora	417-423,474-496	22-357	2.697	73.3333333333333	100.0	0.946	6.849	Autoinhibited	Closed	Homo sapiens	['2014-02-11']		A	F-P16298-F1-model_v3.cif
Q6GQQ9	5lru	187-193	194-365	5.881	100.0	85.4651162790698	1.853	3.963	Autoinhibited	Closed	Homo sapiens	['2016-08-22']		A	F-Q6GQQ9-F1-model_v3.cif
Q6GQQ9	5lrv	187-193	194-365	7.022	100.0	87.2093023255814	2.561	1.809	Active	Closed	Homo sapiens	['2016-08-22']		A	F-Q6GQQ9-F1-model_v3.cif
P45985	3aln	109-136	102-108,137-367	4.746	100.0	84.453781512605	1.55	2.075	Autoinhibited	Closed	Homo sapiens	['2010-08-04']		A	F-P45985-F1-model_v3.cif
P45985	3alo	109-136	102-108,137-367	5.721	100.0	97.4789915966386	3.537	1.108	Autoinhibited	Closed	Homo sapiens	['2010-08-04']		A	F-P45985-F1-model_v3.cif
O95267	4l9m	468-609	205-436	1.809	88.7323943661972	100.0	1.404	2.011	Autoinhibited	Closed	Homo sapiens	['2013-06-18']		A	F-O95267-F1-model_v3.cif
P36507	1s9i	75-102	72-74,103-369	2.172	100.0	88.5185185185185	1.994	1.486	Active	Closed	Homo sapiens	['2004-02-04']	Importantly, this is actually in an inhibitor-induced conformation where the molecule is not catalytically active. “As a result of the change in position of helix C, the side chain of the highly conserved glutamate residue Glu114 (equivalent to Glu91 in PKA) is shifted away from the active site and is unable to form a critical ion pair with the conserved catalytic Lys97 (equivalent to Lys72 in PKA)” (15543157). This is also the only structure of MEK2 in the PDB that is not more than a few residues long.	A	F-P36507-F1-model_v3.cif
P15036	4bqa	325-359	363-443	9.352	88.5714285714286	100.0	1.054	20.233	Active	Closed	HOMO SAPIENS	['2013-05-30']		A	F-P15036-F1-model_v3.cif
Q8NI60	4ped	276-279	329-518	2.99	100.0	96.8421052631579	2.299	2.189	Autoinhibited	Closed	Homo sapiens	['2014-04-22']		A	F-Q8NI60-F1-model_v3.cif
Q8NI60	5i35	276-279	329-518	2.731	100.0	96.8421052631579	2.231	1.889	Autoinhibited	Closed	Homo sapiens	['2016-02-09']		A	F-Q8NI60-F1-model_v3.cif
Q8NI60	7udp	276-279	329-518	2.226	100.0	98.9473684210526	1.639	1.366		Closed	Homo sapiens	['2022-03-20']		A	F-Q8NI60-F1-model_v3.cif
Q8NI60	7udq	276-279	329-518	2.636	100.0	97.8947368421053	1.99	0.956		Closed	Homo sapiens	['2022-03-20']		A	F-Q8NI60-F1-model_v3.cif
Q13555	2v7o	283-292	14-272	1.637	100.0	99.2277992277992	1.367	0.784	Autoinhibited	Closed	Homo sapiens	['2007-07-31']		A	F-Q13555-F1-model_v3.cif
O95376	7od1	359-493	297-326	1.926	100.0	100.0	1.145	3.092	Autoinhibited	Closed	Homo sapiens	['2021-04-28']		A	F-O95376-F1-model_v3.cif
Q14674	7nj0	711-723,955-974,1393-1400	667-1706,1707-2120	5.868	75.609756097561	75.9972489683631	4.668	5.274		Closed	Homo sapiens	['2021-02-14']		A	F-Q14674-F1-model_v3.cif
Q9Y4F1	4h6y	759-1029	540-730	1.22	73.4317343173432	90.0523560209424	1.024	1.41		Closed	Homo sapiens	['2012-09-19']		A	F-Q9Y4F1-F1-model_v3.cif
Q16566	2w4o	305-321	46-300	1.569	100.0	89.8039215686275	1.574	1.198	Active	Closed	HOMO SAPIENS	['2008-11-28']		A	F-Q16566-F1-model_v3.cif
Q13554	3bhh	283-292	14-272	1.705	100.0	98.4555984555985	1.737	0.742		Closed	Homo sapiens	['2007-11-28']		A	F-Q13554-F1-model_v3.cif
Q96NX5	2jam	277-317	23-276	4.42	63.4146341463415	97.6377952755906	4.616	2.45		Closed	Homo sapiens	['2006-11-29']		A	F-Q96NX5-F1-model_v3.cif
Q86VW2	2rgn	348-472	155-347	1.555	88.0	100.0	1.527	1.49		Closed	Homo sapiens	['2007-10-04']		B	F-Q86VW2-F1-model_v3.cif
P09769	7uy0	144-241,242-262	77-138,490-529	1.93	100.0	90.1960784313726	1.323	2.425	Autoinhibited	Closed	Homo sapiens	['2022-05-06']		A	F-P09769-F1-model_v3.cif
Q9P246	2l5y	67-102	136-204	3.949	100.0	100.0	3.109	3.885	Autoinhibited	Closed	Homo sapiens	['2010-11-09']		A	F-Q9P246-F1-model_v3.cif
P28482	8u8j	173-196	25-172,197-313	2.264	91.6666666666667	100.0	1.323	6.09		Closed	Homo sapiens			A	F-P28482-F1-model_v3.cif
P28482	8u8k	173-196	25-172,197-313	2.223	91.6666666666667	100.0	1.332	5.97		Closed	Homo sapiens			A	F-P28482-F1-model_v3.cif
P28482	8zjv	173-196	25-172,197-313	2.241	100.0	100.0	1.321	6.105		Closed	Homo sapiens			A	F-P28482-F1-model_v3.cif
P62826	8hq3	179-216	10-169	16.221	97.3684210526316	99.375	1.028	39.597		Closed	Homo sapiens			A	F-P62826-F1-model_v3.cif
P62826	8hq4	179-216	10-169	16.27	97.3684210526316	99.375	1.051	39.803		Closed	Homo sapiens			A	F-P62826-F1-model_v3.cif
P62826	8hq5	179-216	10-169	16.18	97.3684210526316	99.375	0.987	39.581		Closed	Homo sapiens			A	F-P62826-F1-model_v3.cif
P62826	8hq6	179-216	10-169	16.267	97.3684210526316	99.375	1.07	39.689		Closed	Homo sapiens			A	F-P62826-F1-model_v3.cif
P62826	8huf	179-216	10-169	16.265	97.3684210526316	99.375	1.076	39.77		Closed	Homo sapiens			A	F-P62826-F1-model_v3.cif
P62826	8hug	179-216	10-169	16.265	97.3684210526316	99.375	1.042	39.779		Closed	Homo sapiens			A	F-P62826-F1-model_v3.cif
P62826	8itv	179-216	10-169	16.336	97.3684210526316	99.375	1.055	39.819		Closed	Homo sapiens			A	F-P62826-F1-model_v3.cif
P00519	8ssn	67-113,127-217	242-493	3.482	100.0	93.6507936507936	4.078	2.809		Closed	Homo sapiens			A	F-P00519-F1-model_v3.cif
Q06124	8gww	3-104	247-517	1.026	94.1176470588235	93.3579335793358	0.959	0.85		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif
Q06124	8rzw	3-104	247-517	1.487	98.0392156862745	96.309963099631	0.957	1.269		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif
Q06124	8rzy	3-104	247-517	1.555	100.0	95.9409594095941	0.925	1.515		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif
Q06124	8s01	3-104	247-517	1.646	100.0	96.309963099631	1.045	1.181		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif
Q06124	8s04	3-104	247-517	1.473	100.0	96.309963099631	0.988	1.311		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif
Q06124	8s06	3-104	247-517	1.585	100.0	96.309963099631	0.984	1.656		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif
Q06124	8s07	3-104	247-517	1.526	100.0	96.309963099631	0.963	1.67		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif
Q06124	8s0h	3-104	247-517	1.508	99.0196078431373	96.6789667896679	1.056	1.223		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif
Q06124	8s0i	3-104	247-517	1.472	100.0	96.309963099631	0.968	1.263		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif
Q06124	8s0j	3-104	247-517	1.51	100.0	96.6789667896679	1.211	1.249		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif
Q06124	8s0k	3-104	247-517	1.476	100.0	96.309963099631	0.966	1.239		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif
Q06124	8s0o	3-104	247-517	1.625	98.0392156862745	96.6789667896679	1.165	1.213		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif
Q06124	8s0p	3-104	247-517	1.627	98.0392156862745	95.9409594095941	0.954	1.443		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif
Q06124	8s0q	3-104	247-517	1.279	98.0392156862745	96.6789667896679	1.031	1.297		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif
Q06124	8s0s	3-104	247-517	1.371	95.0980392156863	95.5719557195572	1.012	1.181		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif
Q06124	8t6d	3-104	247-517	1.415	97.0588235294118	95.5719557195572	1.494	1.116		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif
Q06124	8t6g	3-104	247-517	1.804	98.0392156862745	94.4649446494465	1.175	1.252		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif
Q06124	8t7q	3-104	247-517	1.445	93.1372549019608	95.9409594095941	0.995	1.293		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif
Q06124	8t8q	3-104	247-517	1.45	96.078431372549	95.9409594095941	0.905	1.121		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif
Q06124	8u7w	3-104	247-517	1.285	99.0196078431373	94.8339483394834	0.95	1.427		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif
Q06124	8u7x	3-104	247-517	1.328	98.0392156862745	94.8339483394834	0.914	1.18		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif
Q06124	8wfy	3-104	247-517	1.335	91.1764705882353	92.9889298892989	0.899	1.173		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif
Q06124	9blg	3-104	247-517	1.497	97.0588235294118	96.309963099631	0.916	1.089		Closed	Homo sapiens			A	F-Q06124-F1-model_v3.cif
Q02750	8chf	75-102	68-74,103-361	2.477	75.0	86.8421052631579	1.901	2.368		Closed	Homo sapiens			E	F-Q02750-F1-model_v3.cif
Q02750	9axa	75-102	68-74,103-361	2.127	82.1428571428571	81.9548872180451	1.525	3.141		Closed	Homo sapiens			B	F-Q02750-F1-model_v3.cif
Q02750	9axc	75-102	68-74,103-361	2.137	82.1428571428571	81.9548872180451	1.527	3.026		Closed	Homo sapiens			B	F-Q02750-F1-model_v3.cif
Q02750	9axh	75-102	68-74,103-361	3.379	100.0	64.6616541353383	2.221	0.985		Closed	Homo sapiens			A	F-Q02750-F1-model_v3.cif
Q02750	9axm	75-102	68-74,103-361	3.564	100.0	63.9097744360902	2.383	1.188		Closed	Homo sapiens			A	F-Q02750-F1-model_v3.cif
Q02750	9axx	75-102	68-74,103-361	3.348	100.0	63.9097744360902	2.309	1.573		Closed	Homo sapiens			A	F-Q02750-F1-model_v3.cif
Q02750	9axy	75-102	68-74,103-361	1.861	100.0	87.218045112782	1.353	1.188		Closed	Homo sapiens			B	F-Q02750-F1-model_v3.cif
Q02750	9ay7	75-102	68-74,103-361	1.649	100.0	88.3458646616541	1.431	1.104		Closed	Homo sapiens			B	F-Q02750-F1-model_v3.cif
Q02750	9aya	75-102	68-74,103-361	3.336	100.0	63.9097744360902	2.294	1.139		Closed	Homo sapiens			B	F-Q02750-F1-model_v3.cif
Q8IXJ6	7t1d	320-352	65-319	2.813	100.0	96.8627450980392	2.969	1.215		Closed	Homo sapiens			A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	8owz	320-352	65-319	2.228	100.0	98.0392156862745	2.257	0.968		Closed	Homo sapiens			A	F-Q8IXJ6-F1-model_v3.cif
Q8IXJ6	8tgp	320-352	65-319	1.436	100.0	90.9803921568628	1.511	0.861		Closed	Homo sapiens			A	F-Q8IXJ6-F1-model_v3.cif
Q9H7B4	8owo	280-428	4-240	0.835	100.0	99.1561181434599	0.815	0.901		Closed	Homo sapiens			A	F-Q9H7B4-F1-model_v3.cif
P49137	8xu4	328-364	64-325	3.702	64.8648648648649	93.5114503816794	3.659	4.961		Closed	Homo sapiens			A	F-P49137-F1-model_v3.cif
P49137	8xx1	328-364	64-325	3.954	100.0	90.0763358778626	4.324	1.308		Closed	Homo sapiens			A	F-P49137-F1-model_v3.cif
Q99683	8qgy	1-648	680-938	29.474	82.716049382716	87.2586872586873	2.389	119.244		Closed	Homo sapiens			A	F-Q99683-F1-model_v3.cif
Q9UGN5	8he8	231-348	356-538	1.556	100.0	100.0	1.043	1.877		Closed	Homo sapiens			A	F-Q9UGN5-F1-model_v3.cif
Q9UGN5	8hko	231-348	356-538	1.363	100.0	100.0	1.008	1.706		Closed	Homo sapiens			A	F-Q9UGN5-F1-model_v3.cif
Q9UGN5	8hks	231-348	356-538	1.509	100.0	100.0	1.035	1.786		Closed	Homo sapiens			A	F-Q9UGN5-F1-model_v3.cif
Q9UGN5	8hlj	231-348	356-538	1.232	100.0	100.0	0.941	1.489		Closed	Homo sapiens			A	F-Q9UGN5-F1-model_v3.cif
Q9UGN5	8hlq	231-348	356-538	1.428	100.0	100.0	1.031	2.049		Closed	Homo sapiens			A	F-Q9UGN5-F1-model_v3.cif
O00571	8ssw	132-181	211-575	25.631	96.0	96.986301369863	23.124	12.964	Active	Closed	Homo sapiens			A	F-O00571-F1-model_v3.cif
P54646	8bik	291-376	16-268	3.376	81.3953488372093	100.0	1.352	7.228		Closed	Homo sapiens			A	F-P54646-F1-model_v3.cif
Q8TCU6	8tua	409-499	49-240,271-392	37.329	96.7032967032967	89.8089171974522	1.777	50.3		Closed	Homo sapiens			A	F-Q8TCU6-F1-model_v3.cif
P35520	8s5h	414-551	40-413	14.63	97.8260869565217	99.1978609625668	3.06	40.939		Closed	Homo sapiens			A	F-P35520-F1-model_v3.cif
P35520	8s5i	414-551	40-413	15.095	97.8260869565217	99.1978609625668	2.962	41.147		Closed	Homo sapiens			A	F-P35520-F1-model_v3.cif
P35520	8s5j	414-551	40-413	15.22	97.8260869565217	99.1978609625668	3.136	41.253		Closed	Homo sapiens			A	F-P35520-F1-model_v3.cif
P35520	8s5k	414-551	40-413	15.712	97.8260869565217	99.1978609625668	3.153	41.197		Closed	Homo sapiens			A	F-P35520-F1-model_v3.cif
Q8TDX7	8sxn	182-199	34-181,200-299	2.008	100.0	99.1935483870968	1.524	4.298		Closed	Homo sapiens			A	F-Q8TDX7-F1-model_v3.cif
Q9H0M0	9eqk	349-527	588-922	3.375	79.8882681564246	97.6119402985075	1.863	5.853		Closed	Homo sapiens			A	F-Q9H0M0-F1-model_v3.cif
Q96P20	8swf	740-991	220-536	8.325	100.0	97.4763406940063	8.17	22.457		Open	Homo sapiens			A	F-Q96P20-F1-model_v3.cif
Q96P20	8swk	740-991	220-536	22.336	100.0	97.4763406940063	15.807	80.056		Open	Homo sapiens			A	F-Q96P20-F1-model_v3.cif
Q96P20	8sxn	740-991	220-536	21.268	100.0	97.4763406940063	15.818	78.001		Open	Homo sapiens			C	F-Q96P20-F1-model_v3.cif
P52564	8pm3	251-277	53-314	3.585	100.0	83.969465648855	3.666	2.056		Closed	Homo sapiens			A	F-P52564-F1-model_v3.cif
Q9NPP4	8fvu	464-579	95-298	22.03	100.0	99.5098039215687	2.724	43.063		Open	Homo sapiens			B	F-Q9NPP4-F1-model_v3.cif
Q9NPP4	8fw2	464-579	95-298	21.29	100.0	100.0	2.34	42.119		Open	Homo sapiens			A	F-Q9NPP4-F1-model_v3.cif
Q9NPP4	8fw9	464-579	95-298	21.411	100.0	100.0	2.398	42.436		Open	Homo sapiens			A	F-Q9NPP4-F1-model_v3.cif
Q8RT31	1xsz	201-354	1-190	1.505	99.3506493506494	99.4736842105263	0.995	2.147	Autoinhibited	Closed	Legionella pneumophila	['2004-10-20']		A	F-Q8RT31-F1-model_v3.cif
Q8RT31	4c7p	201-354	1-190	1.401	94.8051948051948	99.4736842105263	1.127	1.762	Autoinhibited	Closed	LEGIONELLA PNEUMOPHILA	['2013-09-24']		A	F-Q8RT31-F1-model_v3.cif
Q58719	3av0	290-330	1-289	10.69	100.0	100.0	1.302	14.063	Active	Closed	Methanocaldococcus jannaschii	['2011-02-18']		A	F-Q58719-F1-model_v3.cif
Q58719	5dny	290-330	1-289	9.649	65.8536585365854	100.0	1.598	12.374	Active	Closed	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440)	['2015-09-10']		A	F-Q58719-F1-model_v3.cif
Q58719	5f3w	290-330	1-289	9.658	65.8536585365854	100.0	1.596	12.391	Active	Closed	Methanocaldococcus jannaschii DSM 2661	['2015-12-03']		A	F-Q58719-F1-model_v3.cif
P00520	1opk	1-60,61-121,127-217,218-241,383-400	242-493	1.679	75.1968503937008	92.4603174603175	2.076	1.654	Autoinhibited	Closed	Mus musculus	['2003-03-06']		A	F-P00520-F1-model_v3.cif
P13864	3pt6	649-695	1142-1601	7.752	95.7446808510638	99.7826086956522	1.101	34.613	Autoinhibited	Closed	Mus musculus	['2010-12-02']		A	F-P13864-F1-model_v3.cif
P27577	1md0	304-310,416-441	335-415	9.778	87.8787878787879	100.0	1.196	14.492	Active	Closed	Mus musculus	['2002-08-06']		A	F-P27577-F1-model_v3.cif
P27577	1r36	304-310,416-441	335-415	3.953	93.9393939393939	100.0	2.394	4.394	Autoinhibited	Closed	Mus musculus	['2003-09-30']		A	F-P27577-F1-model_v3.cif
P27577	6da1	304-310,416-441	335-415	8.249	90.9090909090909	100.0	1.402	13.892	Active	Closed	Mus musculus	['2018-05-01']	“The SRR both sterically blocks the DNA-recognition interface of the ETS domain and stabilizes helices HI-1 and HI-2 of the IM against unfolding that is allosterically linked to DNA binding.” HI-1 is residues 304-310. 	A	F-P27577-F1-model_v3.cif
P27577	6dat	304-310,416-441	335-415	8.363	84.8484848484848	100.0	1.066	14.391	Active	Closed	Mus musculus	['2018-05-02']		A	F-P27577-F1-model_v3.cif
O08967	2r09	251-265,383-395	77-206	3.179	92.8571428571429	96.9230769230769	0.968	1.593	Autoinhibited	Closed	Mus musculus	['2007-08-17']		A	F-O08967-F1-model_v3.cif
O08967	2r0d	251-265,383-395	77-206	3.115	100.0	100.0	0.894	1.619	Autoinhibited	Closed	Mus musculus	['2007-08-18']		A	F-O08967-F1-model_v3.cif
O08967	6bbp	251-265,383-395	77-206	24.061	100.0	100.0	0.925	51.878	Active	Closed	Mus musculus	['2017-10-19']		A	F-O08967-F1-model_v3.cif
O08967	6bbq	251-265,383-395	77-206	24.786	100.0	100.0	0.926	54.034	Active	Closed	Mus musculus	['2017-10-19']		A	F-O08967-F1-model_v3.cif
P18654	2qr7	697-712	328-679	3.175	93.75	73.0113636363636	3.307	1.829	Autoinhibited	Closed	Mus musculus	['2007-07-27']		A	F-P18654-F1-model_v3.cif
P18654	2qr8	697-712	328-679	3.4	100.0	74.4318181818182	3.539	2.184	Autoinhibited	Closed	Mus musculus	['2007-07-27']		A	F-P18654-F1-model_v3.cif
P18654	4m8t	697-712	328-679	3.726	100.0	76.1363636363636	3.905	1.875	Autoinhibited	Closed	Mus musculus	['2013-08-13']		A	F-P18654-F1-model_v3.cif
P18654	4mao	697-712	328-679	3.27	100.0	74.7159090909091	3.427	1.797	Autoinhibited	Closed	Mus musculus	['2013-08-16']		A	F-P18654-F1-model_v3.cif
P18654	5o1s	697-712	328-679	3.16	100.0	72.7272727272727	3.291	2.328	Autoinhibited	Closed	Mus musculus	['2017-05-19']		A	F-P18654-F1-model_v3.cif
P54763	1jpa	595-621	621-884	1.147	92.5925925925926	89.7727272727273	1.07	1.584	Autoinhibited	Closed	Mus musculus	['2001-08-01']		A	F-P54763-F1-model_v3.cif
P97360	2lf7	426-435	335-416	2.411	100.0	100.0	2.06	3.7	Autoinhibited	Closed	Mus musculus	['2011-06-28']		A	F-P97360-F1-model_v3.cif
P97360	2lf8	426-435	335-416	5.708	100.0	100.0	1.691	2.65	Autoinhibited	Closed	Mus musculus	['2011-06-28']		A	F-P97360-F1-model_v3.cif
Q9D8T2	6n9n	279-469	1-273	8.014	95.2879581151833	66.3003663003663	10.619	10.729		Closed	Mus musculus	['2018-12-03']		A	F-Q9D8T2-F1-model_v3.cif
Q3UP24	6b5b	356-463,578-1020	95-298	17.981	95.2813067150635	100.0	2.096	63.698		Closed	Mus musculus	['2017-09-29']		B	F-Q3UP24-F1-model_v3.cif
Q91VS8	4gzu	728-745,755-1026	536-727	1.234	81.0344827586207	98.9583333333333	1.156	1.411		Closed	Mus musculus	['2012-09-06']		A	F-Q91VS8-F1-model_v3.cif
Q5Y4Y6	5b5r	240-464	1-239	3.835	88.0	85.3556485355649	2.875	5.555	Autoinhibited	Closed	Mus musculus	['2016-05-14']		A	F-Q5Y4Y6-F1-model_v3.cif
Q9Z0R4	3jv3	1151-1203	1230-1416	9.812	100.0	100.0	1.323	22.071	Autoinhibited	Open	Mus musculus	['2009-09-15']		A	F-Q9Z0R4-F1-model_v3.cif
Q3UH93	5v6t	1294-1403,1527-1698	1404-1526,1699-1925	3.317	62.0567375886525	97.4285714285714	2.872	1.986		Closed	Mus musculus	['2017-03-17']		A	F-Q3UH93-F1-model_v3.cif
Q6PHZ2	6bab	283-292	14-272	2.182	100.0	100.0	2.224	0.94		Closed	Mus musculus	['2017-10-12']		A	F-Q6PHZ2-F1-model_v3.cif
Q8R4B8	7lfh	741-990	216-532	13.46	100.0	98.4227129337539	8.273	45.842		Open	Mus musculus	['2021-01-17']		A	F-Q8R4B8-F1-model_v3.cif
Q8R4B8	7vtq	741-990	216-532	13.366	100.0	94.006309148265	6.638	47.24		Open	Mus musculus	['2021-10-30']		A	F-Q8R4B8-F1-model_v3.cif
Q3KK31	3pjw	170-390	399-648	1.582	77.3755656108597	97.2	1.242	2.152		Closed	Pseudomonas fluorescens	['2010-11-10']		A	F-Q3KK31-F1-model_v3.cif
Q3KK31	3pjx	170-390	399-648	1.031	77.3755656108597	97.2	1.081	1.13		Closed	Pseudomonas fluorescens	['2010-11-10']		A	F-Q3KK31-F1-model_v3.cif
P31016	1jxm	428-498	534-709	1.597	77.4647887323944	100.0	1.122	2.827	Active	Closed	Rattus norvegicus	['2001-09-07']		A	F-P31016-F1-model_v3.cif
P31016	1jxo	428-498	534-709	2.153	85.9154929577465	93.75	1.073	3.415	Active	Closed	Rattus norvegicus	['2001-09-07']		A	F-P31016-F1-model_v3.cif
P31016	1kjw	428-498	534-709	2.554	97.1830985915493	100.0	1.224	3.761	Active	Closed	Rattus norvegicus	['2001-12-05']	“The structure of the PSD-95 GK domain superimposes better (RMSD = 1.49 Å) with the open (apo) form of the yeast guanylate kinase structure than the closed conformation (RMSD = 1.94 Å)” (11779504)	A	F-P31016-F1-model_v3.cif
P31016	5ypr	428-498	534-709	1.735	90.1408450704225	100.0	1.54	2.441	Active	Closed	Rattus norvegicus	['2017-11-02']		A	F-P31016-F1-model_v3.cif
Q9JK66	4k7d	141-225,378-410	226-377,410-465	1.689	84.7457627118644	98.0769230769231	1.516	1.796		Closed	Rattus norvegicus	['2013-04-17']		A	F-Q9JK66-F1-model_v3.cif
Q9JK66	4k95	141-225,378-410	226-377,410-465	2.083	83.8983050847458	97.5961538461538	1.696	2.189		Closed	Rattus norvegicus	['2013-04-19']		A	F-Q9JK66-F1-model_v3.cif
Q9JK66	4zyn	141-225,378-410	226-377,410-465	3.009	90.6779661016949	89.4230769230769	1.431	2.324		Closed	Rattus norvegicus	['2015-05-21']		A	F-Q9JK66-F1-model_v3.cif
Q9JK66	7us1	141-225,378-410	226-377,410-465	9.006	71.1864406779661	72.5961538461538	5.262	10.067		Closed	Rattus norvegicus	['2022-04-22']		A	F-Q9JK66-F1-model_v3.cif
Q63450	1a06	285-316	20-276	2.489	100.0	89.1050583657588	2.359	3.587	Autoinhibited	Closed	Rattus norvegicus	['1997-12-09']		A	F-Q63450-F1-model_v3.cif
P53042	4ja7	28-129	495-499,200-494	1.38	100.0	99.3333333333333	1.348	12.407	Autoinhibited	Closed	Rattus norvegicus	['2013-02-18']		A	F-P53042-F1-model_v3.cif
P53042	4ja9	28-129	495-499,200-494	1.488	100.0	99.6666666666667	1.369	8.268	Active	Closed	Rattus norvegicus	['2013-02-18']		A	F-P53042-F1-model_v3.cif
O08722	3g5b	541-687	688-828,853-942	0.922	99.3197278911565	99.5670995670996	0.959	0.927	Autoinhibited	Closed	Rattus norvegicus	['2009-02-04']		A	F-O08722-F1-model_v3.cif
Q5EGY4	3kyq	8-131	138-198	1.299	100.0	90.1639344262295	1.458	1.334	Autoinhibited	Closed	Rattus norvegicus	['2009-12-07']		A	F-Q5EGY4-F1-model_v3.cif
P53686	1q14	300-320	1-280	4.476	61.9047619047619	92.1428571428571	3.446	13.816	Autoinhibited	Closed	Saccharomyces cerevisiae	['2003-07-18']		A	F-P53686-F1-model_v3.cif
P32527	2lwx	348-364	365-433	1.45	100.0	100.0	1.347	1.799	Autoinhibited	Closed	Saccharomyces cerevisiae	['2012-08-08']		A	F-P32527-F1-model_v3.cif
B5XAZ0	7bfk	116-120	1-115	4.781	100.0	83.4782608695652	2.6	0.965	Autoinhibited	Closed	Salmo salar	['2021-01-04']		A	F-B5XAZ0-F1-model_v3.cif
B5XAZ0	7bfl	116-120	1-115	2.591	100.0	79.1304347826087	2.76	0.807	Autoinhibited	Closed	Salmo salar	['2021-01-04']		A	F-B5XAZ0-F1-model_v3.cif
D2AJU0	6lol	57-228	251-545	3.539	100.0	81.6949152542373	2.829	7.86	Autoinhibited	Closed	Shigella flexneri 2002017	['2020-01-06']		A	F-D2AJU0-F1-model_v3.cif
Q83RJ4	3cvr	58-260	279-571	3.201	94.0886699507389	80.5460750853242	1.874	7.121	Autoinhibited	Closed	Shigella flexneri 2a	['2008-04-19']		A	F-Q83RJ4-F1-model_v3.cif
Q95PM0	7avm	96-113	126-342	1.546	100.0	99.0783410138249	0.798	4.33	Autoinhibited	Closed	Trypanosoma brucei rhodesiense	['2020-11-05']		A	F-Q95PM0-F1-model_v3.cif
