uniprot,cluster,fnat,fnat_correct,fnat_total,fnonnat,fnonnat_nnative,fnonnat_model,irms,lrms,dockq,capri
P23687,018,0.196,58,296,0.661,113,171,6.042,7.744,0.267,Acceptable
E1K248,154,0.443,81,183,0.599,121,202,10.858,15.17,0.233,Acceptable
P14677,099,0.324,36,111,0.234,11,47,28.259,21.664,0.154,Incorrect
A0A3B6UEQ0,095,0.503,83,165,0.475,75,158,8.356,28.892,0.205,Incorrect
P23687,066,0.233,69,296,0.489,66,135,8.675,11.639,0.203,Incorrect
G0WVH3,115,0.185,43,233,0.59,62,105,14.431,32.204,0.087,Incorrect
P0AG30,011,0.861,31,36,0.061,2,33,1.066,15.858,0.583,Medium
F2Z6J5,055,0.426,84,197,0.569,111,195,9.242,37.964,0.167,Incorrect
A0A0F7R6G7,U100-001,0.897,200,223,0.18,44,244,2.544,11.654,0.501,Medium
P04958,U10-001,0.247,113,458,0.504,115,228,34.97,57.874,0.09,Incorrect
Q72AS4,074,0.411,79,192,0.674,163,242,9.977,17.565,0.208,Incorrect
O60729,025,0.554,62,112,0.404,42,104,16.893,31.154,0.21,Incorrect
P59676,U10-002,0.327,36,110,0.294,15,51,15.622,45.906,0.123,Incorrect
F2Z6J5,025,0.543,107,197,0.49,103,210,6.315,29.13,0.225,Incorrect
E1K248,118,0.404,74,183,0.644,134,208,14.873,18.38,0.197,Incorrect
P04807,U10-002,0.848,95,112,0.152,17,112,1.306,3.714,0.752,Medium
G0WVH3,059,0.159,37,233,0.736,103,140,19.476,31.37,0.078,Incorrect
F2Z6J5,027,0.751,148,197,0.249,49,197,3.769,11.254,0.417,Acceptable
P23687,363,0.095,28,296,0.839,146,174,22.088,31.378,0.056,Incorrect
O60729,007,0.634,71,112,0.268,26,97,21.418,24.87,0.248,Acceptable
P0AG30,047,0.917,33,36,0.083,3,36,1.269,26.541,0.531,Medium
P14677,011,0.072,8,111,0.765,26,34,22.453,38.981,0.041,Incorrect
P14677,U10-003,0.324,36,111,0.308,16,52,14.003,37.929,0.128,Incorrect
F2Z6J5,026,0.65,128,197,0.33,63,191,10.784,13.222,0.32,Acceptable
Q7KLV9,024,0.889,40,45,0.184,9,49,1.66,10.386,0.58,Medium
H6SG27,245,0.165,38,230,0.568,50,88,13.866,24.58,0.095,Incorrect
P04807,116,0.795,89,112,0.198,22,111,2.093,4.025,0.65,Medium
O68880,U10-003,0.924,159,172,0.059,10,169,1.234,1.071,0.835,High
G0WVH3,191,0.176,41,233,0.687,90,131,14.945,27.834,0.09,Incorrect
O68880,030,0.936,161,172,0.106,19,180,1.302,1.344,0.827,High
H6SG27,233,0.604,139,230,0.276,53,192,9.638,20.708,0.257,Acceptable
O68880,017,0.89,153,172,0.182,34,187,1.467,1.604,0.789,Medium
P0AG30,053,0.667,24,36,0.25,8,32,1.74,26.7,0.395,Acceptable
G0WVH3,014,0.146,34,233,0.585,48,82,20.411,34.377,0.07,Incorrect
P23687,121,0.436,129,296,0.463,111,240,4.267,4.536,0.441,Acceptable
P0AG30,U10-000,0.889,32,36,0.111,4,36,0.617,1.149,0.909,High
P04807,217,0.652,73,112,0.324,35,108,10.597,4.542,0.483,Acceptable
P0AG30,095,0.694,25,36,0.342,13,38,1.717,54.903,0.384,Acceptable
Q7KLV9,002,0.911,41,45,0.068,3,44,2.663,26.089,0.416,Acceptable
Q72AS4,144,0.531,102,192,0.449,83,185,9.239,10.845,0.312,Acceptable
P14677,001,0.324,36,111,0.308,16,52,23.949,38.536,0.125,Incorrect
Q72AS4,042,0.354,68,192,0.588,97,165,11.734,15.007,0.204,Incorrect
G0WVH3,185,0.33,77,233,0.487,73,150,14.216,17.77,0.176,Incorrect
P23687,283,0.321,95,296,0.383,59,154,6.763,6.353,0.336,Acceptable
P04807,001,0.759,85,112,0.234,26,111,2.025,2.502,0.678,Medium
O60729,015,0.607,68,112,0.352,37,105,21.886,42.885,0.217,Incorrect
A0A0A0V031,010,0.428,95,222,0.448,77,172,15.381,13.817,0.237,Acceptable
P23687,051,0.429,127,296,0.462,109,236,5.012,5.623,0.402,Acceptable
Q9I5E6,012,0.334,103,308,0.51,107,210,6.879,10.339,0.261,Acceptable
P0AG30,023,0.806,29,36,0.216,8,37,1.622,48.47,0.432,Acceptable
Q7KLV9,056,0.067,3,45,0.842,16,19,17.541,54.914,0.032,Incorrect
E1K248,183,0.754,138,183,0.346,73,211,5.137,3.606,0.56,Medium
Q9I5E6,065,0.386,119,308,0.428,89,208,11.612,19.307,0.188,Incorrect
P14677,U100-006,0.91,101,111,0.019,2,103,0.492,0.797,0.935,High
P0AG30,292,0.167,6,36,0.625,10,16,16.687,59.654,0.065,Incorrect
H6SG27,040,0.252,58,230,0.701,136,194,16.106,21.766,0.131,Incorrect
Q8GN86,U10-004,0.592,113,191,0.423,83,196,9.562,20.815,0.253,Acceptable
P23687,278,0.057,17,296,0.564,22,39,18.129,18.706,0.078,Incorrect
A0A0A0V031,U100-006,0.829,184,222,0.124,26,210,2.788,3.904,0.626,Medium
A0A3B6UEQ0,128,0.473,78,165,0.473,70,148,10.021,31.493,0.188,Incorrect
P0AG30,286,0.861,31,36,0.114,4,35,0.438,1.654,0.915,High
H6SG27,204,0.557,128,230,0.39,82,210,7.718,14.998,0.279,Acceptable
A0A140DJY3,013,0.075,21,280,0.759,66,87,18.078,32.702,0.048,Incorrect
Q51504,006,0.039,7,180,0.222,2,9,24.256,58.254,0.021,Incorrect
P0AG30,117,0.667,24,36,0.314,11,35,1.787,21.334,0.406,Acceptable
G0WVH3,083,0.099,23,233,0.747,68,91,14.063,29.584,0.062,Incorrect
F2Z6J5,050,0.543,107,197,0.434,82,189,8.113,28.313,0.22,Incorrect
A0A0A0V031,U100-003,0.77,171,222,0.145,29,200,3.984,5.434,0.535,Medium
P14677,061,0.324,36,111,0.182,8,44,26.916,28.214,0.137,Incorrect
P0AG30,201,0.806,29,36,0.094,3,32,1.022,15.519,0.573,Medium
F2Z6J5,135,0.482,95,197,0.515,101,196,10.688,45.009,0.179,Incorrect
O68880,117,0.919,158,172,0.107,19,177,0.99,1.165,0.866,High
H6SG27,281,0.522,120,230,0.378,73,193,11.557,11.749,0.294,Acceptable
Q7KLV9,018,0.978,44,45,0.12,6,50,1.228,15.405,0.603,Medium
P0AG30,U100-009,0.889,32,36,0.135,5,37,0.328,0.667,0.946,High
H6SG27,103,0.33,76,230,0.433,58,134,17.673,24.228,0.149,Incorrect
P04807,051,0.812,91,112,0.254,31,122,2.32,4.88,0.62,Medium
G0WVH3,139,0.064,15,233,0.732,41,56,22.509,37.659,0.039,Incorrect
P0AG30,166,0.861,31,36,0.34,16,47,1.002,31.161,0.541,Medium
H6SG27,056,0.678,156,230,0.254,53,209,3.95,11.238,0.389,Acceptable
P0AG30,119,0.889,32,36,0.086,3,35,0.52,1.517,0.917,High
P0AG30,311,0.167,6,36,0.6,9,15,12.772,38.808,0.075,Incorrect
F2Z6J5,034,0.523,103,197,0.556,129,232,11.538,15.972,0.253,Acceptable
H6SG27,201,0.578,133,230,0.289,54,187,6.69,14.112,0.297,Acceptable
G0WVH3,073,0.116,27,233,0.697,62,89,21.715,44.981,0.052,Incorrect
A0A3B6UEQ0,022,0.685,113,165,0.347,60,173,5.773,24.593,0.285,Acceptable
P04807,133,0.661,74,112,0.403,50,124,4.016,5.17,0.504,Medium
A0A140DJY3,U100-004,0.736,206,280,0.108,25,231,8.623,20.255,0.305,Acceptable
H6SG27,223,0.365,84,230,0.444,67,151,17.008,17.041,0.191,Incorrect
O68880,093,0.715,123,172,0.245,40,163,4.331,2.949,0.572,Medium
Q51504,U10-008,0.939,169,180,0.133,26,195,2.213,12.197,0.527,Medium
P23687,366,0.301,89,296,0.548,108,197,5.777,6.525,0.331,Acceptable
H6SG27,227,0.439,101,230,0.308,45,146,22.526,41.049,0.162,Incorrect
H6SG27,128,0.248,57,230,0.504,58,115,17.515,25.802,0.118,Incorrect
Q72AS4,015,0.474,91,192,0.55,111,202,8.139,18.298,0.228,Incorrect
P04807,158,0.688,77,112,0.364,44,121,4.409,6.113,0.483,Acceptable
Q9I5E6,051,0.367,113,308,0.365,65,178,13.065,16.558,0.196,Incorrect
E1K248,075,0.514,94,183,0.525,104,198,6.572,5.006,0.435,Acceptable
P14677,067,0.252,28,111,0.349,15,43,17.26,27.543,0.116,Incorrect
P0AG30,265,0.806,29,36,0.094,3,32,1.041,38.619,0.509,Medium
P23687,114,0.142,42,296,0.682,90,132,10.25,9.772,0.198,Incorrect
Q941M3,016,0.316,79,250,0.342,41,120,14.045,21.842,0.153,Incorrect
F2Z6J5,095,0.482,95,197,0.5,95,190,10.621,37.888,0.183,Incorrect
H6SG27,057,0.522,120,230,0.337,61,181,8.838,17.481,0.247,Acceptable
P04807,U10-007,0.866,97,112,0.292,40,137,1.796,6.323,0.64,Medium
A0A3B6UEQ0,048,0.6,99,165,0.317,46,145,9.05,41.82,0.222,Incorrect
A0A3B6UEQ0,013,0.515,85,165,0.361,48,133,8.871,10.972,0.306,Acceptable
Q72AS4,049,0.568,109,192,0.483,102,211,11.19,11.331,0.315,Acceptable
Q9I5E6,U10-006,0.857,264,308,0.154,48,312,2.223,4.022,0.662,Medium
P0AG30,106,0.889,32,36,0.158,6,38,0.987,27.752,0.558,Medium
Q9I5E6,067,0.273,84,308,0.512,88,172,13.045,22.415,0.137,Incorrect
O16025,U100-009,0.574,66,115,0.32,31,97,15.859,45.213,0.206,Incorrect
Q72AS4,111,0.479,92,192,0.429,69,161,10.357,17.835,0.228,Incorrect
F2Z6J5,231,0.437,86,197,0.54,101,187,11.154,42.806,0.164,Incorrect
F2Z6J5,U100-000,0.919,181,197,0.17,37,218,2.677,5.319,0.625,Medium
E1K248,236,0.377,69,183,0.675,143,212,12.301,12.7,0.234,Acceptable
H6SG27,209,0.243,56,230,0.446,45,101,15.624,28.35,0.112,Incorrect
H6SG27,229,0.37,85,230,0.356,47,132,6.329,10.488,0.273,Acceptable
E1K248,150,0.59,108,183,0.55,132,240,11.499,12.729,0.305,Acceptable
P23687,132,0.162,48,296,0.652,90,138,8.856,12.171,0.173,Incorrect
P0AG30,069,0.528,19,36,0.208,5,24,1.895,17.218,0.37,Acceptable
P0AG30,236,0.306,11,36,0.476,10,21,3.552,30.014,0.177,Incorrect
O16025,U100-007,0.574,66,115,0.333,33,99,15.864,45.562,0.205,Incorrect
Q72AS4,051,0.604,116,192,0.329,57,173,9.186,8.924,0.369,Acceptable
E1K248,029,0.508,93,183,0.573,125,218,11.824,17.099,0.241,Acceptable
P23687,047,0.419,124,296,0.444,99,223,4.505,5.368,0.411,Acceptable
Q51504,U10-004,0.939,169,180,0.124,24,193,2.919,15.307,0.461,Acceptable
O68880,074,0.913,157,172,0.113,20,177,1.043,1.36,0.854,High
P23687,311,0.324,96,296,0.415,68,164,6.667,9.605,0.271,Acceptable
P14677,U10-007,0.64,71,111,0.134,11,82,1.696,4.927,0.609,Medium
G0WVH3,085,0.12,28,233,0.671,57,85,18.665,24.115,0.079,Incorrect
F2Z6J5,U10-002,0.67,132,197,0.389,84,216,4.429,23.04,0.298,Acceptable
P14677,018,0.324,36,111,0.294,15,51,18.179,40.779,0.124,Incorrect
P23687,370,0.267,79,296,0.561,101,180,9.229,12.788,0.2,Incorrect
P0AG30,110,0.278,10,36,0.714,25,35,3.679,51.501,0.149,Incorrect
P04807,167,0.58,65,112,0.278,25,90,7.265,10.161,0.344,Acceptable
Q72AS4,U10-009,0.703,135,192,0.372,80,215,4.831,5.873,0.489,Acceptable
P0AG30,277,0.639,23,36,0.258,8,31,2.018,37.384,0.348,Acceptable
A0A0A0V031,U10-009,0.739,164,222,0.2,41,205,4.204,4.667,0.54,Medium
P23687,029,0.23,68,296,0.598,101,169,7.584,8.608,0.254,Acceptable
F2Z6J5,197,0.437,86,197,0.592,125,211,10.359,21.861,0.196,Incorrect
A0A3B6UEQ0,012,0.933,154,165,0.194,37,191,2.706,8.325,0.56,Medium
O68880,042,0.698,120,172,0.255,41,161,3.468,2.983,0.582,Medium
G0WVH3,127,0.082,19,233,0.712,47,66,20.422,31.014,0.052,Incorrect
P0AG30,006,0.944,34,36,0.128,5,39,1.249,23.841,0.549,Medium
E1K248,070,0.47,86,183,0.53,97,183,11.667,14.554,0.247,Acceptable
A0A0A0V031,007,0.36,80,222,0.433,61,141,22.553,38.098,0.137,Incorrect
H2E7Q8,U100-001,0.797,114,143,0.287,46,160,1.259,2.567,0.767,Medium
G0WVH3,017,0.086,20,233,0.773,68,88,19.777,37.955,0.046,Incorrect
P14677,089,0.324,36,111,0.143,6,42,21.021,57.482,0.117,Incorrect
F2Z6J5,062,0.462,91,197,0.503,92,183,14.06,31.294,0.181,Incorrect
O60729,019,0.714,80,112,0.252,27,107,16.076,37.729,0.257,Acceptable
P23687,262,0.128,38,296,0.519,41,79,21.673,25.018,0.079,Incorrect
F2Z6J5,116,0.472,93,197,0.462,80,173,6.697,19.338,0.227,Incorrect
A0A0A0V031,004,0.369,82,222,0.544,98,180,20.494,26.569,0.156,Incorrect
G0WVH3,147,0.094,22,233,0.614,35,57,21.586,40.6,0.047,Incorrect
E1K248,143,0.486,89,183,0.534,102,191,12.086,14.397,0.253,Acceptable
P04807,015,0.536,60,112,0.417,43,103,5.48,6.434,0.414,Acceptable
P04807,023,0.571,64,112,0.385,40,104,6.179,7.109,0.405,Acceptable
H6SG27,170,0.217,50,230,0.545,60,110,10.288,15.59,0.156,Incorrect
P23687,160,0.591,175,296,0.306,77,252,2.989,3.21,0.556,Medium
F2Z6J5,173,0.411,81,197,0.587,115,196,12.775,40.875,0.155,Incorrect
P0AG30,167,0.778,28,36,0.349,15,43,2.728,20.274,0.386,Acceptable
H6SG27,148,0.122,28,230,0.663,55,83,11.262,20.54,0.095,Incorrect
E1K248,079,0.617,113,183,0.454,94,207,14.924,10.588,0.34,Acceptable
O68880,006,0.913,157,172,0.118,21,178,0.731,0.828,0.904,High
P23687,013,0.628,186,296,0.268,68,254,2.448,3.059,0.596,Medium
P14677,068,0.09,10,111,0.821,46,56,25.733,25.386,0.065,Incorrect
O68880,112,0.837,144,172,0.177,31,175,1.663,1.646,0.75,Medium
F2Z6J5,195,0.538,106,197,0.307,47,153,7.889,31.878,0.213,Incorrect
A0A3B6UEQ0,002,0.618,102,165,0.42,74,176,5.325,27.967,0.259,Acceptable
H6SG27,190,0.487,112,230,0.388,71,183,10.826,15.351,0.247,Acceptable
H6SG27,198,0.109,25,230,0.561,32,57,20.001,25.91,0.07,Incorrect
P04807,170,0.812,91,112,0.222,26,117,1.645,4.644,0.679,Medium
Q72AS4,071,0.604,116,192,0.337,59,175,11.403,12.117,0.317,Acceptable
G0WVH3,154,0.124,29,233,0.76,92,121,18.102,45.94,0.055,Incorrect
P23687,008,0.027,8,296,0.765,26,34,17.9,23.483,0.05,Incorrect
D9N168,U10-004,0.888,95,107,0.059,6,101,0.61,1.257,0.908,High
E1K248,190,0.53,97,183,0.553,120,217,13.52,17.156,0.246,Acceptable
O60729,U10-006,0.786,88,112,0.235,27,115,14.144,38.792,0.281,Acceptable
P23687,328,0.338,100,296,0.55,122,222,6.0,6.933,0.332,Acceptable
G0WVH3,120,0.094,22,233,0.522,24,46,21.32,52.494,0.042,Incorrect
P04807,044,0.116,13,112,0.852,75,88,12.743,16.666,0.112,Incorrect
P04807,052,0.625,70,112,0.381,43,113,4.317,5.802,0.472,Acceptable
H6SG27,033,0.626,144,230,0.308,64,208,5.243,15.712,0.309,Acceptable
P23687,343,0.26,77,296,0.599,115,192,6.295,8.008,0.281,Acceptable
P0AG30,061,0.306,11,36,0.421,8,19,6.321,29.396,0.145,Incorrect
F2Z6J5,001,0.482,95,197,0.56,121,216,9.761,42.32,0.181,Incorrect
O60729,014,0.75,84,112,0.323,40,124,6.529,22.569,0.308,Acceptable
H6SG27,222,0.448,103,230,0.331,51,154,16.918,27.34,0.181,Incorrect
P0AG30,208,0.917,33,36,0.083,3,36,1.053,28.85,0.555,Medium
P14677,037,0.324,36,111,0.2,9,45,20.298,42.442,0.123,Incorrect
H6SG27,003,0.552,127,230,0.342,66,193,6.831,15.68,0.275,Acceptable
E1K248,004,0.53,97,183,0.625,162,259,8.372,9.874,0.329,Acceptable
H6SG27,U10-001,0.917,211,230,0.087,20,231,0.522,0.694,0.934,High
F2Z6J5,216,0.426,84,197,0.569,111,195,9.191,14.063,0.24,Acceptable
P59676,U100-003,0.9,99,110,0.029,3,102,0.544,1.918,0.912,High
Q72AS4,172,0.729,140,192,0.367,81,221,4.384,14.502,0.363,Acceptable
P04807,185,0.277,31,112,0.674,64,95,7.124,6.238,0.323,Acceptable
A0A3B6UEQ0,103,0.564,93,165,0.456,78,171,6.492,27.986,0.233,Acceptable
P23687,158,0.169,50,296,0.662,98,148,8.935,11.223,0.187,Incorrect
P0AG30,293,0.167,6,36,0.76,19,25,12.04,33.384,0.081,Incorrect
O60729,033,0.652,73,112,0.24,23,96,18.744,32.815,0.24,Acceptable
O69275,U10-008,0.604,64,106,0.312,29,93,2.197,9.018,0.464,Acceptable
E1K248,165,0.525,96,183,0.448,78,174,12.147,14.557,0.265,Acceptable
G0WVH3,055,0.069,16,233,0.686,35,51,17.194,29.173,0.051,Incorrect
Q7KLV9,033,0.089,4,45,0.913,42,46,12.014,46.015,0.046,Incorrect
F2Z6J5,175,0.538,106,197,0.361,60,166,7.966,37.725,0.207,Incorrect
F2Z6J5,225,0.553,109,197,0.528,122,231,13.624,36.985,0.205,Incorrect
E1K248,257,0.415,76,183,0.594,111,187,10.51,11.682,0.26,Acceptable
H6SG27,217,0.191,44,230,0.585,62,106,11.781,22.739,0.11,Incorrect
O68880,085,0.349,60,172,0.434,46,106,6.125,9.699,0.28,Acceptable
A0A3B6UEQ0,087,0.606,100,165,0.444,80,180,11.233,29.198,0.234,Acceptable
P0AG30,174,0.889,32,36,0.059,2,34,1.031,33.691,0.543,Medium
O68880,075,0.837,144,172,0.158,27,171,2.215,2.835,0.684,Medium
P23687,298,0.071,21,296,0.716,53,74,12.845,17.209,0.094,Incorrect
P0AG30,160,0.861,31,36,0.354,17,48,1.371,26.186,0.5,Medium
F2Z6J5,053,0.528,104,197,0.406,71,175,9.877,15.445,0.261,Acceptable
E1K248,095,0.464,85,183,0.53,96,181,11.535,11.226,0.282,Acceptable
A0A0A0V031,006,0.09,20,222,0.832,99,119,23.87,34.434,0.05,Incorrect
O60729,U10-007,0.723,81,112,0.206,21,102,23.789,34.223,0.262,Acceptable
F2Z6J5,059,0.472,93,197,0.462,80,173,11.41,24.665,0.198,Incorrect
F2Z6J5,U10-009,0.711,140,197,0.31,63,203,6.837,17.943,0.313,Acceptable
P04807,114,0.509,57,112,0.374,34,91,4.476,9.052,0.359,Acceptable
P23687,017,0.28,83,296,0.534,95,178,11.685,11.065,0.223,Incorrect
A0A140DJY3,U100-000,0.729,204,280,0.101,23,227,8.549,20.141,0.303,Acceptable
A0A3B6UEQ0,U100-008,0.921,152,165,0.156,28,180,1.77,19.498,0.5,Medium
Q51504,U10-005,0.944,170,180,0.081,15,185,1.573,6.83,0.676,Medium
P23687,031,0.382,113,296,0.459,96,209,7.915,5.368,0.377,Acceptable
Q7KLV9,032,0.089,4,45,0.636,7,11,11.186,43.133,0.048,Incorrect
F2Z6J5,126,0.457,90,197,0.569,119,209,12.992,32.911,0.178,Incorrect
P0AG30,041,0.833,30,36,0.118,4,34,1.11,21.55,0.538,Medium
F2Z6J5,196,0.396,78,197,0.592,113,191,11.331,30.44,0.162,Incorrect
Q72AS4,143,0.406,78,192,0.533,89,167,11.313,12.6,0.245,Acceptable
Q72AS4,184,0.474,91,192,0.606,140,231,10.738,16.431,0.235,Acceptable
P23687,356,0.095,28,296,0.845,153,181,9.549,11.943,0.152,Incorrect
P14677,097,0.135,15,111,0.651,28,43,20.344,27.431,0.076,Incorrect
H6SG27,253,0.578,133,230,0.384,83,216,9.121,20.036,0.252,Acceptable
P04807,100,0.643,72,112,0.45,59,131,6.839,8.666,0.393,Acceptable
F2Z6J5,203,0.492,97,197,0.401,65,162,12.567,32.792,0.19,Incorrect
Q72AS4,191,0.396,76,192,0.542,90,166,10.125,9.244,0.292,Acceptable
P14677,085,0.324,36,111,0.25,12,48,19.548,48.654,0.12,Incorrect
A0A0H2WY27,004,0.634,128,202,0.277,49,177,5.713,54.809,0.241,Acceptable
P59676,U10-007,0.327,36,110,0.321,17,53,14.959,39.365,0.127,Incorrect
P0AG30,199,0.778,28,36,0.317,13,41,1.763,48.056,0.409,Acceptable
P0AG30,074,0.889,32,36,0.059,2,34,0.514,1.192,0.922,High
D9N168,U10-002,0.907,97,107,0.049,5,102,0.522,0.667,0.931,High
E1K248,047,0.497,91,183,0.519,98,189,9.931,12.395,0.28,Acceptable
P59676,U100-001,0.882,97,110,0.03,3,100,0.396,0.601,0.937,High
O68880,007,0.953,164,172,0.073,13,177,0.883,1.131,0.893,High
P0AG30,182,0.639,23,36,0.08,2,25,1.955,18.072,0.397,Acceptable
P0AG30,173,0.889,32,36,0.086,3,35,0.458,0.794,0.932,High
Q72AS4,067,0.479,92,192,0.459,78,170,10.904,8.145,0.34,Acceptable
F2Z6J5,121,0.462,91,197,0.42,66,157,12.479,15.821,0.233,Acceptable
Q7KLV9,017,0.133,6,45,0.824,28,34,10.49,56.43,0.059,Incorrect
P23687,215,0.307,91,296,0.471,81,172,9.729,15.33,0.189,Incorrect
P23687,200,0.595,176,296,0.343,92,268,3.336,3.225,0.546,Medium
E1K248,232,0.486,89,183,0.578,122,211,11.196,12.166,0.277,Acceptable
G0WVH3,143,0.094,22,233,0.651,41,63,14.468,30.695,0.059,Incorrect
F2Z6J5,033,0.437,86,197,0.438,67,153,9.535,19.983,0.205,Incorrect
P23687,U10-009,0.767,227,296,0.209,60,287,1.579,1.579,0.736,Medium
H6SG27,U100-000,0.865,199,230,0.112,25,224,1.774,3.736,0.707,Medium
Q72AS4,004,0.458,88,192,0.56,112,200,10.072,13.45,0.255,Acceptable
H6SG27,173,0.574,132,230,0.302,57,189,11.589,19.558,0.25,Acceptable
A0A0F7R6G7,U10-001,0.821,183,223,0.168,37,220,1.416,5.434,0.686,Medium
F2Z6J5,202,0.355,70,197,0.53,79,149,12.089,21.947,0.167,Incorrect
P04807,223,0.634,71,112,0.403,48,119,4.599,4.589,0.501,Medium
H6SG27,155,0.439,101,230,0.313,46,147,14.999,27.691,0.178,Incorrect
G0WVH3,U10-005,0.897,209,233,0.037,8,217,1.141,3.424,0.797,Medium
P23687,033,0.291,86,296,0.503,87,173,8.844,7.394,0.296,Acceptable
O68880,096,0.831,143,172,0.133,22,165,1.853,1.762,0.729,Medium
P23687,234,0.446,132,296,0.429,99,231,4.018,4.102,0.46,Acceptable
P14677,059,0.324,36,111,0.2,9,45,26.549,18.283,0.168,Incorrect
Q72AS4,009,0.755,145,192,0.237,45,190,6.252,13.496,0.365,Acceptable
P04958,U10-009,0.434,199,458,0.22,56,255,41.311,50.589,0.154,Incorrect
P23687,313,0.334,99,296,0.526,110,209,7.778,10.88,0.25,Acceptable
P23687,059,0.618,183,296,0.332,91,274,2.893,3.207,0.569,Medium
P0AG30,282,0.333,12,36,0.586,17,29,3.551,58.98,0.168,Incorrect
E1K248,112,0.399,73,183,0.612,115,188,12.189,10.203,0.275,Acceptable
G0WVH3,148,0.369,86,233,0.54,101,187,6.378,12.397,0.247,Acceptable
G0WVH3,096,0.094,22,233,0.699,51,73,14.845,39.565,0.05,Incorrect
G0WVH3,088,0.206,48,233,0.61,75,123,13.461,19.364,0.127,Incorrect
F2Z6J5,U100-009,0.919,181,197,0.162,35,216,2.73,13.773,0.475,Acceptable
A0A140DJY3,U100-003,0.718,201,280,0.122,28,229,8.666,20.487,0.298,Acceptable
F2Z6J5,107,0.492,97,197,0.591,140,237,11.975,18.364,0.228,Incorrect
Q7KLV9,089,0.244,11,45,0.694,25,36,10.23,53.134,0.097,Incorrect
O60729,U10-003,0.768,86,112,0.211,23,109,33.709,59.617,0.263,Acceptable
P0AG30,U10-005,0.889,32,36,0.086,3,35,0.497,1.407,0.921,High
A0A3B6UEQ0,001,0.685,113,165,0.236,35,148,4.938,15.461,0.334,Acceptable
A0A140DJY3,006,0.236,66,280,0.529,74,140,18.547,26.445,0.112,Incorrect
E1K248,142,0.481,88,183,0.589,126,214,10.019,9.078,0.323,Acceptable
G0WVH3,U100-002,0.918,214,233,0.061,14,228,0.863,3.275,0.847,High
P04807,016,0.866,97,112,0.126,14,111,0.912,4.127,0.802,High
P23687,276,0.358,106,296,0.433,81,187,6.285,6.342,0.351,Acceptable
F2Z6J5,064,0.792,156,197,0.274,59,215,4.737,20.785,0.342,Acceptable
A0A140DJY3,009,0.096,27,280,0.815,119,146,21.479,40.036,0.048,Incorrect
Q72AS4,150,0.474,91,192,0.538,106,197,12.077,19.06,0.218,Incorrect
A0A0H2WY27,010,0.203,41,202,0.637,72,113,15.345,36.31,0.088,Incorrect
Q72AS4,001,0.578,111,192,0.481,103,214,10.134,9.423,0.349,Acceptable
A0A3B6UEQ0,000,0.667,110,165,0.484,103,213,10.114,25.76,0.262,Acceptable
P23687,274,0.429,127,296,0.453,105,232,4.678,5.14,0.418,Acceptable
O68880,119,0.948,163,172,0.147,28,191,1.191,1.415,0.845,High
Q72AS4,195,0.38,73,192,0.59,105,178,12.686,24.58,0.167,Incorrect
P23687,197,0.25,74,296,0.519,80,154,8.365,9.206,0.247,Acceptable
H6SG27,259,0.5,115,230,0.29,47,162,14.834,23.922,0.207,Incorrect
E1K248,169,0.541,99,183,0.49,95,194,10.328,13.674,0.28,Acceptable
A0A3B6UEQ0,114,0.618,102,165,0.37,60,162,11.201,16.699,0.281,Acceptable
P04807,076,0.545,61,112,0.46,52,113,6.738,8.228,0.369,Acceptable
F2Z6J5,218,0.447,88,197,0.467,77,165,14.864,26.747,0.183,Incorrect
A0A0A0V031,008,0.086,19,222,0.548,23,42,21.042,26.026,0.062,Incorrect
H6SG27,163,0.33,76,230,0.429,57,133,12.036,20.934,0.162,Incorrect
H6SG27,067,0.291,67,230,0.562,86,153,6.798,9.498,0.261,Acceptable
A0A3B6UEQ0,053,0.685,113,165,0.257,39,152,8.333,27.95,0.267,Acceptable
Q9I5E6,058,0.266,82,308,0.471,73,155,15.037,26.964,0.122,Incorrect
P14677,U10-001,0.324,36,111,0.345,19,55,16.353,38.771,0.126,Incorrect
Q8GN86,U10-008,0.754,144,191,0.304,63,207,8.329,19.709,0.314,Acceptable
F2Z6J5,U10-008,0.67,132,197,0.38,81,213,4.739,27.515,0.283,Acceptable
E1K248,151,0.454,83,183,0.526,92,175,11.936,13.414,0.252,Acceptable
G0WVH3,119,0.082,19,233,0.655,36,55,22.787,37.779,0.045,Incorrect
E1K248,108,0.546,100,183,0.512,105,205,11.309,14.14,0.276,Acceptable
Q72AS4,162,0.469,90,192,0.526,100,190,12.273,11.139,0.284,Acceptable
E1K248,229,0.41,75,183,0.569,99,174,11.299,15.613,0.219,Incorrect
F2Z6J5,201,0.548,108,197,0.438,84,192,7.369,17.031,0.262,Acceptable
Q72AS4,U100-001,0.911,175,192,0.084,16,191,1.569,4.181,0.731,Medium
A0A0A0V031,U100-009,0.739,164,222,0.137,26,190,3.222,4.568,0.564,Medium
Q9I5E6,078,0.367,113,308,0.464,98,211,15.822,25.401,0.159,Incorrect
P23687,306,0.047,14,296,0.806,58,72,15.501,20.848,0.066,Incorrect
G0WVH3,146,0.146,34,233,0.618,55,89,22.773,42.508,0.063,Incorrect
P23687,340,0.155,46,296,0.582,64,110,8.812,12.235,0.17,Incorrect
E1K248,185,0.536,98,183,0.47,87,185,9.72,10.794,0.314,Acceptable
Q7KLV9,U100-004,0.978,44,45,0.083,4,48,0.84,8.957,0.738,Medium
