Gene name,IAS-range,Accession Number,Uniprot ID,Referecne (PMID/uniprot),Protein Length,Domain,Domain-range,Comments,ENST,Canonical_Source,Protein name,Gene names,Protein length,Species,Autoinhibitory regions,References,Description (Refer to H and I),Evidence,Structure?,PDB,Number of PDBs
,,,Q80TM9,,,,,,,,Nischarin (Imidazoline receptor 1) (I-1) (IR1) (Imidazoline receptor I-1-like protein) (Imidazoline-1 receptor) (I1R),Nisch Kiaa0975,1593,Mus musculus (Mouse),464-580(HD2),23765277,Nucleotide-binding and oligomerization domain-like receptor (NLR) proteins oligomerize into multiprotein complexes termed inflammasomes when activated.,Experimentally validated,,,0
,,,F1MHT9,,,,,,,,NLR family CARD domain-containing protein 4 (Ice protease-activating factor) (Ipaf),NLRC4 IPAF,1017,Bos taurus (Bovine),809-973(Leucine-rich repeat),33093214,"NLRPs are a family of cytosolic sensors involved in the initiation of the host innate immune response. Upon activation, NLRPs form a multiprotein immune effector complex known as the inflammasome. Assembly ofthe inflammasome leadsto caspase-1 activation, the secretion of proinflammatory cytokines such as interleukin-1b (IL-1b) and IL-18, and gasdermin D-dependent pyroptotic cell death. During infection by HRV, a HRV component known as 3C protease (HRC-3Cpro) cleaves NLRP1 specifically between Q130 and G131. The fragment (131-1212) containing an autoinhibitory region is degraded by the N-terminal glycine degron pathway and liberates NLRP1 C-terminal fragment (1213-1474) capable of activating caspase-1. Since the leucine-rich repeat (LRR) mediates autoinhibition in mouse NLRP1b, the LRR in human NLRP1 may be also involved in autoinhibition.",Experimentally validated,,,0
,,,Q2LKU9,,,,,,,,"NACHT, LRR and PYD domains-containing protein 1a (EC 3.4.-.-) (Caspase recruitment domain-containing protein 7) (Death effector filament-forming ced-4-like apoptosis protein) (Nucleotide-binding domain and caspase recruitment domain) [Cleaved into: NACHT, LRR and PYD domains-containing protein 1a, C-terminus (Nlrp1a-CT); NACHT, LRR and PYD domains-containing protein 1a, N-terminus (Nlrp1a-NT)]",Nlrp1a Card7 Nalp1 Nalp1a Nlrp1,1182,Mus musculus (Mouse),627-704(Leucine-rich repeat),24935976,"Nlrp1b is a receptor that detects the reduction of cellular ATP. Upon activation, this receptor recruits procaspase-1, which promotes cytokine processing and a proinflammatory form of cell death termed pyroptosis. The leucine-rich repeat (LRR) domain in Nlrp1b, interacting with NACHT domain within the same protein, is involved in autoinhibition and mutations within the LRR domain activates the protein.",Experimentally validated,,,0
,,,B0FPE9,,,,,,,,"NACHT, LRR and PYD domains-containing protein 3",NLRP3,1035,Macaca mulatta (Rhesus macaque),742-991(Leucine-rich repeats),11786556,PYPAF1 (PYRIN-containing Apaf1-like protein 1) is a novel PYRIN-containing signaling protein that belongs to the nucleotide-binding site/leucine-rich repeat (NBS/LRR) family of signaling proteins. C-terminal leucine-rich repeats (LRRs) may function as a negative regulator of PYPAF1 activity. PYPAF1 and ASC function to regulate the activation of NF-_x0001_B.,Experimentally validated,,,0
,,,Q6E804,,,,,,,,Nucleotide-binding oligomerization domain-containing protein 2 (Caspase recruitment domain-containing protein 15),NOD2 CARD15,1013,Bos taurus (Bovine),658-1019(Leucine-rich repeats),18511561,"NOD2, a NOD-like receptor (NLR), is an intracellular sensor of bacterial muramyl dipeptide (MDP) that promotes secretion of the proinflammatory cytokine IL-1?. NOT2 through its N-terminal caspase recruitment domain directly binds and activates caspase-1 to trigger IL-1? processing and secretion in MDP-stimulated macrophages, wherease the C-terminal leucine-rich repeats (LRR) of NOD2 prevent caspase-1 activation in non-stimulated cells. Removal of the LRR rendered NOD2 a constitutive activator of pro-IL-1? processing and caspase-1.  ",Experimentally validated,,,0
,,,Q8K3Z0,,,,,,,,Nucleotide-binding oligomerization domain-containing protein 2 (Caspase recruitment domain-containing protein 15),Nod2 Card15,1020,Mus musculus (Mouse),791-1032(Leucine-rich repeats),18511561,"NOD2, a NOD-like receptor (NLR), is an intracellular sensor of bacterial muramyl dipeptide (MDP) that promotes secretion of the proinflammatory cytokine IL-1?. NOT2 through its N-terminal caspase recruitment domain directly binds and activates caspase-1 to trigger IL-1? processing and secretion in MDP-stimulated macrophages, wherease the C-terminal leucine-rich repeats (LRR) of NOD2 prevent caspase-1 activation in non-stimulated cells. Removal of the LRR rendered NOD2 a constitutive activator of pro-IL-1? processing and caspase-1.  ",Experimentally validated,,,0
,,,Q9M0Y8,,,,,,,,Vesicle-fusing ATPase (EC 3.6.4.6) (N-ethylmaleimide-sensitive fusion protein) (Vesicular-fusion protein NSF),NSF At4g04910 T1J1.4,742,Arabidopsis thaliana (Mouse-ear cress),203-222(N-D1 linker region),23667709,NSF is a member of the type II AAA+ (ATPase associated with various cellular activities) family. It plays a critical role in intracellular membrane trafficking by disassembling soluble NSF attachment protein receptor (SNARE) complexes. Mutations within the N-D1 linker region (203-222) cause significant defects in the disassembly of the SNARE complex and the SNARE/?-SNAP complex binding activity. The middle region mutants of the NSF N-D1 linker have also increased basal ATPase activity.,Experimentally validated,,,0
,,,P54351,,,,,,,,Vesicle-fusing ATPase 2 (EC 3.6.4.6) (N-ethylmaleimide-sensitive fusion protein 2) (NEM-sensitive fusion protein 2) (Vesicular-fusion protein NSF2) (dNsf-2) (NSF-2),Nsf2 CG33101,752,Drosophila melanogaster (Fruit fly),299-365(Ig-like C2-type 2),10913174,"NTRK1 is High affinity nerve growth factor receptor, its ligand is the nerve growth factor (NGF), involved in the survival, differentiation, development, and the maturation of the central and peripheral nervous systems, specifically the sensory and sympathetic neurons. Study shows that deletion of second Ig-like domain of NTRK1 leads to spontaneous activation, thus the second Ig-like domain is the autoinhibitory domain, is required to prevent spontaneous activation by receptor dimerization.  Additionally, mutation at the tryptophan residue 317 enhances receptor activation.",Experimentally validated,,,0
,,,Q9Z0W5,,,,,,,,"Protein kinase C and casein kinase substrate in neurons protein 1 (Dynamin proline-rich domain-interacting protein) (Dynamin PRD-interacting protein) (Synaptic, dynamin-associated protein I) (Syndapin-1) (Syndapin-I) (SdpI)",Pacsin1,441,Rattus norvegicus (Rat),385-444(SH3 domain),23236520,The F-BAR domain-containing protein PACSIN contributes to the vesicle formation at plasma membrane and has been shown to induce a spectrum of membrane morphologies including tubules and tube constrictions. Full-length PACSIN1 has reduced activity compared with its isolated F-BAR domain. The autoinhibition is mediated by the SH3 domain interacting with F-BAR domain in PACSIN1. The SH3 domain is able to bind the proline-rich domain (PRD) of proteins in endocytosis. THe interaction between the SH3 and the PRD in other proteins relieve the intramolecular autoinhibition.,Experimentally validated,,,0
,,,Q9QY17,,,,,,,,Protein kinase C and casein kinase substrate in neurons 2 protein (Synaptic dynamin-associated protein II) (Syndapin-2) (Syndapin-II) (SdpII),Pacsin2,488,Rattus norvegicus (Rat),87-136(IS domain),"10975528, 17898078","The p21-activated kinases (PAKs) controls cytoskeletal actin assembly and activate MAP-kinase pathways. The kinase domain in the C terminus of PAKs is inhibited by the IS domain (70-149) via the C lobe, in which the kinase inhibitory (KI) segment (137-149) hinders a part of the kinase domain and stabilizes a disabled catalytic site. The enzyme PAKs is activated by phosphorylation of Thr423 (PT423) enabled by the binding of GTP-loaded Cdc42 (or Rac) to the PAK1 p21 binding domain (PBD), which disrupts the dimer and unfolds the IS domain and releases the activation loop. ",Experimentally validated,,,0
,,,D4A280,,,,,,,,Serine/threonine-protein kinase PAK 5 (EC 2.7.11.1) (p21-activated kinase 5) (PAK-5) (p21-activated kinase 7) (PAK-7),Pak5 Pak7,718,Rattus norvegicus (Rat),119-123(Portion of autoinhibitory domain),"11756552, 12860998","The p21-activated protein kinase5 (Pak5), in group II Parks family, is serine/threonine protein kinase activated by binding to Rho family small GTPases, Rac and Cdc42. Pak5 autophosphorylation can be activated by the GTP-bound form of Cdc42. Pak5 contains an autoinhibitory domain and its activity is regulated by Cdc42. Mutations of Pak5, which disrupted the interaction of Cdc42 and Pak5, also abolished the induction of autophosphorylation.",Experimentally validated,,,0
,,,Q8C015,,,,,,,,Serine/threonine-protein kinase PAK 5 (EC 2.7.11.1) (p21-activated kinase 5) (PAK-5) (p21-activated kinase 7) (PAK-7),Pak5 Pak7,719,Mus musculus (Mouse),380-426(C-terminal tail),"25112874, 32284561","Pannexin-1(Panx1) is structural component of the gap junctions and the hemichannels involved in the ATP release and nucleotide permeation. Cleavage at Asp-379 removes a 46-amino acid C-terminal segment (380-426) that otherwise acts as an autoinhibitory blocker of the conducting pore formed by the Panx1 hexameric complex. Thus, accumulation of active caspase-3 during apoptosis can result in essentially irreversible open-gating of Panx1 channels.",Experimentally validated,,,0
,,,Q80W65,,,,,,,,Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Neural apoptosis-regulated convertase 1) (NARC-1) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9),Pcsk9 Narc1,694,Mus musculus (Mouse),31-60(Part of predomain),27896130,"At cell surface, proprotein convertase subtilisin/kexin type 9 (PCSK9) binds to the LDLR and is internalized as a complex with the LDLR. PCSK9 remains bound to the LDLR and prevents the LDLR from folding over itself to adopt a closed conformation. As a consequence, the LDLR fails to recycle back to the cell membrane. PCSK9 has a function to reduce the number of LDLRs and is a key regulator of plasma LDL cholesterol levels. Residues 31–60 negatively affect the ability of PCSK9 to bind to the LDLR and fine-tune the activity of PCSK9 towards the LDLR.",Experimentally validated,,,0
,,,Q9Z2A0,,,,,,,,3-phosphoinositide-dependent protein kinase 1 (mPDK1) (EC 2.7.11.1),Pdpk1 Pdk1,559,Mus musculus (Mouse),459-550(PH domain),20978239,"3-Phosphoinositide-dependent protein kinase-1 (PDPK1) plays a central role in activating the protein kinase A, G, and C subfamily. In particular, PDK1 plays an important role in regulating the Akt survival pathway. PDPK1 forms a homodimer via its PH domain, which is an autoinhibited conformation. The ATP-binding site is buried in the structure and the PIF pocket in the kinase domain of one monomer is not accessible because of its occupancy by the ?G helix of the other monomer. Thus, though the PH domain in PDPK1 does not mediate intramolecular interactions, it mediates the homodimerization by PH-PH interaction and results in autoinhibition. Deletion of the PH domain increases the interaction between PDPK1 and PKB.",Experimentally validated,,,0
,,,Q9NES8,,,,,,,,Serine/threonine-protein phosphatase 5 (EC 3.1.3.16),pph-5 Y39B6A.2,496,Caenorhabditis elegans,29-129(N-terminal tetratricopeptide repeat),"26593036, 9000529","Protein phosphatase 5 (PPH-5) is involved in the regulation of kinases and transcription factors. Its dephosphorylation activity is modulated by the C-terminal MEEVD motif of molecular chaperone Hsp90, which binds to the TPR domain of PPH-5. The TRP domain is involved in autoinhibition and addition of a peptide containing MEEVD motif disrupts the autoinhibition of TPR domain.",Experimentally validated,,,0
,,,Q09137,,,,,,,,5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31),Prkaa2 Ampk Ampk2,552,Rattus norvegicus (Rat),284-358(Autoinhibitory region),19474788,"The AMP-activated protein kinase (AMPK) is characterized by its ability to bind to AMP, which enables it to adjust enzymatic activity by sensing the cellular energy status and maintain the balance between ATP production and consumption in eukaryotic cells. AID binding might constrain the mobility of helix ?C, hence resulting in an autoinhibited KD-AID with much lower kinase activity than that of the kinase domain alone.",Experimentally validated,,,0
,,,P00515,,,,,,,,cAMP-dependent protein kinase type II-alpha regulatory subunit,PRKAR2A,401,Bos taurus (Bovine),93-97(Autoinhibitory segment),"1653962, 17614255",PKA is a major intracellular receptor of cAMP and modulates diverse cellular signalings. The N-terminal regulatory domain contains a pseudosubstrate sequence that may interact with the catalytic kinase domain.,Experimentally validated,,,0
,,,P31322,,,,,,,,cAMP-dependent protein kinase type II-beta regulatory subunit,PRKAR2B,418,Bos taurus (Bovine),111-115(Autoinhibitiory segment),"1653962, 11087674",PKA is a major intracellular receptor of cAMP and modulates diverse cellular signalings. The N-terminal regulatory domain contains a pseudosubstrate sequence that may interact with the catalytic kinase domain.,Experimentally validated,,,0
